<1692, 308>
<1623, 941892>
<1213, 942027>
<869, 942230>
<501, 942496>
<130, 942820>
<1855, 942848>
<1532, 942924>
<1304, 943043>
<1102, 943200>
<905, 943390>
<758, 943608>
<611, 943849>
<500, 944108>
<378, 944380>
<327, 944660>
<308, 944943>
<319, 945224>
<375, 945498>
<463, 945760>
<591, 946005>
<717, 946228>
<877, 946424>
<1039, 946588>
<1228, 946715>
<1458, 946800>
<1772, 946838>
<72, 947152>
<430, 947409>
<846, 947604>
<1216, 947732>
<1649, 947788>
<107, 948090>
<671, 948310>
<1185, 948443>
<1737, 948484>
<342, 948747>
<1018, 948908>
<1656, 948962>
<366, 949220>
<1132, 949361>
<1897, 949380>
<740, 949585>
<1509, 949658>
<420, 949905>
<1343, 950010>
<217, 950277>
<1259, 950392>
<218, 950657>
<1366, 950760>
<438, 951001>
<1548, 951070>
<783, 951265>
<1928, 951278>
<1161, 951405>
<475, 951640>
<1739, 951678>
<1127, 951812>
<553, 952036>
<1931, 952048>
<1391, 952138>
<940, 952300>
<481, 952528>
<18, 952816>
<1645, 952867>
<1337, 952966>
<1037, 953107>
<820, 953284>
<603, 953491>
<374, 953722>
<198, 953971>
<131, 954232>
<91, 954499>
<88, 954766>
<129, 955027>
<195, 955276>
<356, 955507>
<600, 955714>
<813, 955891>
<1036, 956032>
<1333, 956131>
<1640, 956182>
<12, 956452>
<555, 956662>
<1002, 956806>
<1465, 956878>
<33, 957141>
<774, 957320>
<1379, 957409>
<37, 957668>
<896, 957825>
<1660, 957874>
<594, 958072>
<1422, 958150>
<384, 958363>
<1409, 958444>
<542, 958646>
<1570, 958704>
<823, 958869>
<1943, 958878>
<1219, 958980>
<634, 959168>
<1906, 959182>
<1370, 959268>
<882, 959419>
<295, 959628>
<1926, 959639>
<1565, 959694>
<1265, 959786>
<1078, 959908>
<892, 960053>
<775, 960214>
<674, 960384>
<657, 960556>
<703, 960723>
<808, 960878>
<970, 961014>
<1151, 961124>
<1402, 961201>
<1708, 961238>
<74, 961463>
<630, 961634>
<1131, 961744>
<1687, 961786>
<259, 961984>
<1088, 962100>
<1791, 962127>
<683, 962286>
<1525, 962342>
<547, 962514>
<1545, 962569>
<707, 962724>
<1812, 962748>
<1111, 962856>
<293, 963040>
<1726, 963072>
<1202, 963164>
<791, 963308>
<207, 963496>
<1946, 963504>
<1693, 963540>
<1474, 963596>
<1388, 963664>
<1368, 963736>
<1381, 963804>
<1455, 963860>
<1688, 963896>
<1939, 963904>
<205, 964083>
<786, 964218>
<1198, 964301>
<1800, 964324>
<452, 964482>
<1191, 964564>
<6, 964763>
<985, 964870>
<1947, 964877>
<1053, 964974>
<170, 965152>
<1449, 965206>
<878, 965323>
<185, 965494>
<1779, 965517>
<1407, 965576>
<1145, 965662>
<964, 965766>
<876, 965879>
<864, 965992>
<963, 966096>
<1130, 966182>
<1397, 966241>
<1777, 966264>
<182, 966425>
<891, 966532>
<1555, 966576>
<283, 966728>
<1225, 966799>
<173, 966958>
<1358, 967018>
<587, 967146>
<1896, 967157>
<1338, 967216>
<941, 967313>
<572, 967438>
<290, 967581>
<174, 967732>
<192, 967881>
<377, 968018>
<684, 968133>
<1091, 968216>
<1563, 968257>
<99, 968410>
<978, 968501>
<1828, 968520>
<863, 968618>
<1951, 968624>
<1244, 968687>
<660, 968796>
<126, 968940>
<1881, 968952>
<1702, 968977>
<1675, 969004>
<1780, 969022>
<20, 969172>
<482, 969291>
<1031, 969368>
<1694, 969392>
<614, 969500>
<1575, 969533>
<803, 969626>
<36, 969767>
<1559, 969800>
<1218, 969857>
<1103, 969926>
<1092, 969995>
<1207, 970052>
<1513, 970085>
<32, 970220>
<797, 970307>
<1611, 970334>
<719, 970424>
<1934, 970430>
<1378, 970473>
<1014, 970540>
<881, 970618>
<913, 970694>
<1148, 970755>
<1491, 970788>
<104, 970907>
<1012, 970972>
<25, 971095>
<1372, 971138>
<844, 971211>
<562, 971300>
<539, 971391>
<727, 971470>
<1177, 971523>
<1870, 971536>
<756, 971612>
<1904, 971620>
<1317, 971661>
<1022, 971720>
<974, 971782>
<1176, 971832>
<1619, 971855>
<294, 971946>
<1424, 971980>
<667, 972050>
<266, 972140>
<180, 972234>
<424, 972316>
<1055, 972370>
<1876, 972380>
<1122, 972432>
<509, 972509>
<255, 972594>
<521, 972670>
<1154, 972720>
<1908, 972727>
<1233, 972770>
<792, 972831>
<772, 972892>
<1205, 972935>
<1889, 972942>
<1160, 972986>
<638, 973048>
<642, 973109>
<1248, 973150>
<1989, 973152>
<1423, 973182>
<1263, 973220>
<1477, 973246>
<98, 973323>
<1497, 973348>
<1290, 973382>
<1581, 973404>
<202, 973472>
<1722, 973486>
<1676, 973502>
<67, 973574>
<1310, 973604>
<951, 973644>
<1414, 973671>
<166, 973734>
<1968, 973738>
<158, 973800>
<1377, 973826>
<998, 973860>
<1589, 973877>
<718, 973918>
<840, 973957>
<1766, 973968>
<1451, 973988>
<1982, 973990>
<1452, 974008>
<1856, 974014>
<1123, 974039>
<1576, 974054>
<649, 974087>
<1190, 974108>
<595, 974142>
<1448, 974158>
<1163, 974178>
<209, 974222>
<428, 974257>
<151, 974300>
<1415, 974317>
<1874, 974322>
<1830, 974327>
<1316, 974342>
<376, 974375>
<1506, 974388>
<58, 974429>
<540, 974458>
<987, 974476>
<1776, 974482>
<326, 974512>
<1609, 974522>
<843, 974542>
<825, 974562>
<1704, 974570>
<935, 974586>
<1710, 974593>
<1157, 974604>
<289, 974628>
<1009, 974640>
<1971, 974642>
<419, 974660>
<2000, 974660>
<59, 974684>
<1420, 974691>
<243, 974710>
<1583, 974716>
<973, 974724>
<135, 974741>
<1648, 974746>
<1740, 974750>
<1285, 974754>
<352, 974766>
<1998, 974766>
<1046, 974769>
<648, 974774>
<917, 974777>
<912, 974780>
<557, 974785>
<637, 974788>
<563, 974791>
<5, 974798>
<1805, 974800>
<379, 974802>
<1912, 974802>
<1886, 974802>
<318, 974802>
<108, 974802>
<86, 974802>
